lat,lng,total
-1,100,0.009
54,45,0.007
50,76,0.01
30,71,0.008
26,54,0.003
7,8,0.0
2,96,0.002
51,138,0.006
-3,-77,0.001
-7,-80,0.005
45,16,0.001
-25,-66,0.002
36,107,0.001
-3,36,0.004
-7,-35,0.009
30,81,0.003
45,-99,0.005
42,129,0.004
60,36,0.007
-29,-61,0.007
32,58,0.004
31,-95,0.002
28,53,0.007
8,40,0.006
-16,30,0.002
55,24,0.002
-3,130,0.003
42,-93,0.003
4,-6,0.001
18,-67,0.007
-1,33,0.001
-2,-60,0.01
-22,33,0.002
66,60,0.007
46,55,0.005
45,84,0.004
42,70,0.009
22,73,0.005
18,48,0.002
13,-61,0.004
9,-64,0.009
-11,-55,0.004
57,65,0.009
37,70,0.003
33,71,0.001
28,113,0.003
9,13,0.005
-11,-38,0.003
-18,-62,0.002
-15,19,0.008
56,39,0.004
34,139,0.004
-4,-62,0.009
43,-114,0.006
24,56,0.007
20,59,0.004
23,92,0.01
34,-83,0.0
15,81,0.006
11,14,0.004
10,-73,0.003
25,95,0.0
-13,40,0.003
37,138,0.003
34,64,0.003
49,106,0.006
10,74,0.001
-19,-57,0.003
53,54,0.003
49,55,0.008
48,-2,0.004
29,68,0.004
44,129,0.002
25,61,0.009
5,74,0.001
39,-118,0.003
35,-121,0.004
-19,24,0.006
49,-56,0.009
48,77,0.002
-12,-56,0.004
-32,-61,0.006
40,72,0.001
39,-101,0.009
36,75,0.007
50,110,0.002
11,106,0.004
5,96,0.01
39,44,0.009
36,-102,0.004
35,49,0.005
30,-92,0.0
29,87,0.01
7,27,0.004
-17,37,0.003
54,41,0.005
53,122,0.006
30,19,0.006
6,21,0.005
17,-90,0.007
12,110,0.01
-27,-51,0.01
41,45,0.002
21,58,0.001
18,80,0.007
51,-105,0.007
-21,-69,0.003
-6,-38,0.006
45,-63,0.007
42,117,0.01
4,-72,0.007
52,91,0.006
54,86,0.01
-41,-64,0.002
32,14,0.002
55,-4,0.004
31,38,0.006
-11,32,0.002
9,126,0.001
42,-105,0.006
18,-95,0.003
33,133,0.003
66,32,0.007
45,120,0.004
42,42,0.001
4,101,0.003
6,8,0.001
13,-89,0.002
46,-82,0.007
-14,33,0.008
57,29,0.006
0,116,0.006
52,23,0.008
47,-92,0.006
24,101,0.002
34,111,0.004
47,-123,0.002
-4,13,0.007
-24,-48,0.003
44,-80,0.006
43,27,0.001
58,7,0.002
-37,-59,0.006
-38,-57,0.004
47,103,0.001
-46,-71,0.009
61,40,0.006
58,-134,0.001
-4,107,0.007
49,134,0.009
48,-109,0.005
29,-9,0.009
20,84,0.007
-18,16,0.0
53,26,0.003
48,34,0.008
29,40,0.009
44,93,0.009
5,30,0.007
29,-107,0.009
63,21,0.001
40,44,0.007
39,-1,0.005
35,4,0.004
16,34,0.005
26,-100,0.0
59,11,0.004
39,16,0.001
17,100,0.005
50,1,0.002
27,90,0.005
41,123,0.009
53,78,0.007
-9,142,0.007
-21,-41,0.005
60,45,0.006
41,25,0.004
36,115,0.006
32,131,0.001
-7,37,0.004
42,89,0.004
41,-86,0.007
52,119,0.003
51,20,0.01
8,48,0.002
-1,104,0.003
51,-3,0.005
32,-95,0.004
8,-65,0.002
18,5,0.008
33,97,0.002
-5,22,0.0
42,-2,0.005
37,13,0.009
-1,-54,0.002
-2,123,0.005
-29,153,0.006
-4,113,0.002
57,9,0.002
37,-2,0.003
52,35,0.003
13,28,0.01
47,-104,0.003
46,105,0.0
-11,18,0.004
-14,-72,0.0
-33,138,0.004
-34,-69,0.008
47,41,0.004
20,35,0.002
19,80,0.005
34,-90,0.006
-4,41,0.005
-23,-43,0.004
44,-84,0.005
62,32,0.001
38,34,0.007
35,100,0.007
37,81,0.002
15,41,0.008
14,-4,0.01
-9,19,0.007
-46,-67,0.007
61,76,0.0
38,-111,0.0
34,8,0.001
49,34,0.006
11,-73,0.002
48,-57,0.003
5,8,0.006
14,15,0.01
-13,-55,0.002
1,14,0.002
16,120,0.006
-22,47,0.007
48,22,0.009
26,78,0.003
44,89,0.002
40,121,0.004
38,115,0.008
35,-113,0.0
16,7,0.01
-22,-62,0.01
12,10,0.007
60,77,0.002
59,54,0.004
40,16,0.007
-20,-42,0.004
-8,36,0.0
26,-80,0.004
7,82,0.006
6,-77,0.001
40,-97,0.005
39,116,0.004
16,-91,0.002
50,37,0.003
27,118,0.001
41,87,0.009
3,32,0.008
-1,102,0.008
-21,34,0.005
51,93,0.0
50,-104,0.002
45,43,0.004
7,-76,0.008
3,-71,0.004
21,33,0.002
-6,31,0.007
-35,-63,0.009
60,73,0.003
17,11,0.007
-39,-66,0.008
8,-3,0.007
45,-119,0.005
55,51,0.008
51,48,0.004
32,6,0.009
31,45,0.009
27,50,0.001
4,15,0.003
-16,-38,0.002
21,104,0.001
18,-70,0.008
31,94,0.005
65,-18,0.009
46,28,0.006
43,134,0.007
55,85,0.006
-2,40,0.003
69,34,0.006
46,-85,0.001
57,56,0.009
19,-87,0.008
37,49,0.008
-39,143,0.009
33,46,0.007
10,79,0.004
28,86,0.01
-10,14,0.01
-2,10,0.001
22,112,0.0
56,68,0.002
37,-94,0.007
34,104,0.001
52,63,0.001
-12,-65,0.001
13,0,0.007
47,-68,0.006
9,1,0.009
46,133,0.007
43,-79,0.001
0,27,0.005
37,-121,0.01
-30,-51,0.007
67,64,0.003
43,66,0.006
23,55,0.003
-36,-59,0.007
-23,-63,0.003
-24,24,0.004
44,-120,0.006
25,86,0.009
58,63,0.003
38,62,0.006
35,128,0.004
37,101,0.002
15,-3,0.002
11,2,0.003
10,19,0.006
5,-72,0.006
1,-71,0.003
38,-83,0.001
53,65,0.005
14,103,0.009
2,25,0.002
1,42,0.006
-18,-40,0.002
48,58,0.004
26,114,0.002
25,-111,0.001
39,-74,0.008
36,32,0.001
50,103,0.005
12,38,0.007
-42,-71,0.008
-12,28,0.001
59,18,0.005
39,71,0.006
35,76,0.002
-7,145,0.002
30,-107,0.008
29,110,0.007
7,118,0.009
54,46,0.004
-10,-75,0.004
50,73,0.002
-12,-45,0.009
30,72,0.003
26,67,0.008
7,7,0.006
51,137,0.0
-27,-68,0.003
45,15,0.009
22,82,0.003
36,108,0.004
-3,35,0.008
30,82,0.009
64,-22,0.002
45,-96,0.002
42,130,0.0
60,37,0.008
17,-25,0.006
54,95,0.004
32,59,0.008
31,-96,0.003
28,54,0.004
8,33,0.002
-16,31,0.005
55,23,0.005
-3,129,0.009
42,-92,0.004
18,-66,0.003
-1,32,0.001
46,56,0.005
45,83,0.002
22,74,0.007
18,45,0.0
9,-65,0.001
-11,-52,0.009
-15,-59,0.004
57,68,0.005
37,69,0.004
52,-4,0.0
33,74,0.0
28,114,0.009
9,16,0.003
43,-124,0.004
-11,-39,0.001
-15,22,0.008
56,40,0.001
34,140,0.005
-4,-61,0.001
43,-115,0.006
24,49,0.008
-23,16,0.002
-5,153,0.008
-28,-67,0.007
23,91,0.004
1,119,0.007
34,-82,0.002
15,80,0.003
11,13,0.007
10,-72,0.001
25,98,0.007
-13,39,0.0
58,35,0.006
37,137,0.003
34,61,0.005
14,37,0.01
49,105,0.002
-9,111,0.002
-19,-62,0.003
53,53,0.007
49,58,0.007
48,-1,0.005
29,67,0.006
44,130,0.009
25,64,0.005
5,73,0.003
39,-119,0.007
-19,23,0.006
49,-57,0.004
-12,-55,0.009
-32,-60,0.0
40,65,0.006
39,-102,0.001
36,76,0.001
50,139,0.01
11,105,0.008
-24,-47,0.003
39,43,0.008
36,-101,0.009
54,-1,0.006
30,-95,0.007
29,82,0.008
-17,20,0.004
54,42,0.005
53,121,0.001
6,22,0.001
17,-91,0.002
-27,-48,0.006
41,48,0.003
21,57,0.008
18,77,0.004
17,54,0.01
-6,-41,0.003
27,-112,0.006
45,-60,0.006
42,118,0.008
4,-71,0.009
55,-118,0.007
52,92,0.005
54,91,0.005
32,15,0.005
31,4,0.007
55,-5,0.005
51,-8,0.003
31,37,0.008
9,125,0.002
42,-104,0.007
18,-94,0.0
33,136,0.007
45,119,0.009
4,102,0.0
19,-72,0.007
-14,34,0.001
57,32,0.002
0,109,0.006
52,24,0.0
33,38,0.007
47,-93,0.002
24,102,0.001
-9,17,0.002
-4,127,0.008
34,112,0.005
-3,151,0.008
33,-109,0.001
-5,140,0.002
-24,-70,0.008
44,34,0.008
43,9,0.01
-25,-63,0.004
-4,14,0.008
44,-79,0.005
43,26,0.01
58,8,0.006
15,52,0.002
11,73,0.006
47,102,0.01
61,39,0.007
-4,108,0.005
49,133,0.004
-8,140,0.001
20,101,0.004
-18,13,0.001
53,25,0.005
-3,105,0.008
-23,167,0.003
48,35,0.004
29,39,0.006
44,94,0.002
5,29,0.004
29,-104,0.003
63,36,0.002
-2,100,0.005
40,37,0.001
39,-2,0.002
35,3,0.006
16,35,0.007
50,143,0.001
-7,108,0.007
-8,25,0.006
26,-103,0.0
59,10,0.01
17,99,0.007
54,-5,0.009
-1,-90,0.01
50,2,0.008
12,-83,0.009
27,89,0.008
-22,-44,0.004
41,110,0.005
54,-122,0.003
53,77,0.005
-35,-68,0.002
-25,-57,0.009
-21,-42,0.01
60,46,0.008
41,28,0.001
-29,-52,0.006
36,116,0.009
32,132,0.004
14,125,0.01
-7,40,0.003
42,90,0.009
41,-87,0.001
51,19,0.005
55,-1,0.003
51,4,0.009
32,-94,0.006
8,-64,0.001
18,6,0.007
33,100,0.005
-5,21,0.002
48,93,0.003
42,11,0.0
37,16,0.003
-1,-55,0.005
-2,124,0.003
-5,-58,0.003
22,81,0.007
56,57,0.003
37,-3,0.001
52,36,0.006
13,27,0.01
-10,-62,0.007
-11,17,0.003
-14,-75,0.01
-34,-68,0.01
-5,104,0.0
47,40,0.007
-11,162,0.006
20,36,0.001
19,79,0.0
34,-93,0.004
-24,45,0.007
-9,161,0.001
62,29,0.006
38,39,0.002
-38,145,0.001
15,40,0.002
14,-7,0.004
47,138,0.004
-33,28,0.002
34,5,0.006
49,33,0.007
11,-74,0.003
-9,-61,0.01
1,13,0.008
46,-108,0.005
16,97,0.0
-22,48,0.008
48,23,0.006
26,91,0.003
44,90,0.004
40,122,0.001
38,116,0.008
35,-114,0.003
16,8,0.007
-22,-65,0.006
12,11,0.009
59,53,0.008
40,9,0.006
-8,29,0.008
7,81,0.008
-31,-66,0.006
6,-76,0.001
40,-96,0.001
39,115,0.002
16,-90,0.008
50,38,0.007
27,117,0.002
26,32,0.005
41,90,0.003
3,31,0.004
-21,33,0.009
50,-107,0.002
45,38,0.001
7,-77,0.003
21,36,0.008
-14,-43,0.009
-3,26,0.0
-6,32,0.009
8,-2,0.002
45,-116,0.002
55,50,0.005
51,47,0.01
32,7,0.007
31,60,0.004
27,49,0.01
4,16,0.007
21,103,0.008
18,-73,0.008
-20,22,0.01
-36,140,0.001
31,93,0.005
46,25,0.006
43,133,0.006
-34,139,0.005
55,84,0.0
-2,37,0.006
69,33,0.007
46,-84,0.009
57,55,0.004
19,-96,0.007
-39,146,0.005
33,45,0.005
10,80,0.0
28,87,0.002
-10,19,0.009
14,100,0.0
22,109,0.007
56,61,0.008
37,-95,0.007
34,101,0.009
52,64,0.007
-36,-67,0.01
13,-1,0.004
47,-69,0.007
9,4,0.007
46,134,0.001
43,-72,0.003
0,28,0.004
67,63,0.002
0,7,0.007
23,54,0.009
-23,-60,0.005
10,-63,0.007
25,85,0.005
58,64,0.009
38,67,0.007
35,127,0.004
37,104,0.009
-4,117,0.005
11,1,0.008
10,20,0.007
5,-73,0.006
38,-82,0.008
53,68,0.006
14,104,0.001
29,58,0.01
-28,-48,0.0
25,35,0.002
2,26,0.004
1,41,0.004
-18,-43,0.008
49,-114,0.005
48,59,0.0
26,111,0.002
63,-21,0.003
25,-108,0.006
40,94,0.006
39,-75,0.0
36,33,0.005
50,104,0.001
12,39,0.002
-21,-50,0.007
59,17,0.004
39,70,0.001
35,75,0.004
-7,148,0.005
30,-106,0.005
29,109,0.004
40,-124,0.005
54,51,0.006
51,143,0.006
50,74,0.004
30,69,0.001
26,68,0.003
7,6,0.004
51,128,0.001
-7,-78,0.0
-27,-69,0.009
36,93,0.005
-3,30,0.01
30,103,0.004
64,-21,0.001
45,-97,0.001
42,127,0.007
60,38,0.01
54,96,0.007
32,60,0.006
31,-97,0.002
28,55,0.003
8,34,0.003
-16,32,0.004
55,22,0.008
9,100,0.009
42,-95,0.009
18,-101,0.009
-1,31,0.0
-17,-44,0.008
66,58,0.005
45,78,0.003
22,47,0.01
18,46,0.006
9,-62,0.002
-11,-53,0.006
-14,27,0.003
-15,-56,0.008
57,67,0.009
-16,-61,0.004
37,72,0.005
33,73,0.004
28,115,0.008
9,15,0.004
-11,-36,0.005
-15,21,0.005
56,33,0.008
37,-75,0.003
34,137,0.005
-4,-60,0.001
-33,-52,0.009
44,71,0.003
43,-108,0.001
24,50,0.006
-9,35,0.006
20,45,0.002
-23,15,0.001
-30,-54,0.003
43,29,0.007
23,90,0.005
1,122,0.001
15,79,0.001
11,20,0.002
10,-75,0.006
25,97,0.01
-4,-49,0.003
58,36,0.003
37,140,0.01
34,62,0.006
49,108,0.009
14,34,0.0
-19,-63,0.001
53,56,0.009
49,57,0.006
48,0,0.009
29,62,0.009
44,131,0.005
25,63,0.006
39,-120,0.002
-19,18,0.004
49,-54,0.002
14,123,0.003
-12,-54,0.005
25,-80,0.005
-32,-67,0.007
40,66,0.004
-36,-64,0.008
36,61,0.006
50,140,0.003
11,80,0.003
39,42,0.003
36,-100,0.007
54,0,0.006
50,-5,0.003
30,-94,0.006
29,81,0.009
14,80,0.004
-17,19,0.01
53,124,0.002
30,17,0.003
-22,-42,0.007
6,27,0.01
17,-88,0.006
-35,-54,0.003
-27,-49,0.006
45,46,0.01
41,47,0.004
21,60,0.002
18,78,0.005
36,137,0.005
51,-107,0.006
-6,-40,0.002
27,-113,0.008
45,-61,0.0
55,-119,0.006
52,77,0.003
54,92,0.004
32,16,0.009
31,3,0.003
55,-6,0.001
51,-9,0.002
31,116,0.004
-2,-48,0.004
18,-97,0.009
33,135,0.001
-24,134,0.004
66,30,0.006
4,103,0.005
19,-73,0.0
-1,-76,0.008
33,-8,0.007
-14,31,0.003
57,31,0.004
0,110,0.005
52,25,0.005
33,37,0.007
47,-94,0.004
24,103,0.001
23,-100,0.008
-15,49,0.003
-48,-68,0.002
34,109,0.007
33,-106,0.01
-5,139,0.009
-24,-69,0.0
44,35,0.009
46,142,0.004
-10,160,0.006
-4,15,0.003
47,4,0.008
44,-78,0.006
43,25,0.003
23,94,0.002
15,51,0.004
47,101,0.009
-13,50,0.005
61,34,0.01
49,136,0.006
48,-115,0.008
20,102,0.001
-18,14,0.002
53,28,0.007
48,36,0.006
29,34,0.002
44,95,0.005
5,32,0.004
29,-105,0.002
63,35,0.008
40,38,0.006
39,-3,0.001
35,2,0.006
16,36,0.006
50,144,0.007
-7,107,0.008
-8,26,0.007
26,-102,0.005
-12,-43,0.01
59,9,0.002
40,-75,0.003
5,120,0.004
17,102,0.004
54,-4,0.001
50,-1,0.004
27,96,0.005
41,109,0.009
51,87,0.009
53,80,0.004
41,-2,0.001
-21,-43,0.002
60,47,0.002
41,27,0.001
-7,39,0.004
42,87,0.001
41,-84,0.006
3,109,0.002
52,121,0.006
51,18,0.009
-3,11,0.004
28,-17,0.01
4,37,0.001
55,-2,0.008
51,3,0.003
32,-93,0.008
8,-71,0.009
33,99,0.002
-5,28,0.008
-6,125,0.003
42,12,0.008
-11,41,0.003
37,15,0.005
6,9,0.005
-2,121,0.005
-5,-59,0.01
-25,-46,0.006
61,130,0.003
57,11,0.007
56,58,0.007
37,0,0.007
52,53,0.003
13,22,0.004
-11,20,0.004
-14,-74,0.002
-34,-71,0.004
56,105,0.006
-5,103,0.001
47,39,0.003
44,-1,0.007
19,78,0.009
34,-92,0.008
-23,-41,0.007
-24,46,0.006
-9,160,0.005
62,30,0.007
-33,-54,0.007
38,40,0.006
37,83,0.005
15,39,0.006
14,-6,0.001
47,137,0.008
-9,120,0.007
61,70,0.001
-33,27,0.005
38,-105,0.006
34,6,0.002
26,-11,0.004
49,36,0.01
48,-79,0.004
-9,-62,0.004
1,16,0.003
16,98,0.005
-22,45,0.007
-9,125,0.002
48,24,0.006
26,92,0.001
44,91,0.009
40,123,0.004
38,113,0.001
35,-115,0.005
16,-15,0.009
-22,-64,0.007
12,12,0.006
63,55,0.01
60,79,0.003
59,60,0.008
40,10,0.001
36,5,0.002
30,-81,0.0
-8,30,0.007
26,-82,0.007
7,80,0.0
-31,-67,0.002
40,-103,0.003
39,114,0.0
16,-89,0.004
50,35,0.009
-22,-41,0.001
41,89,0.002
3,30,0.003
45,37,0.001
21,35,0.008
-17,-68,0.006
-3,25,0.009
-6,29,0.006
-7,-42,0.002
32,97,0.005
8,-1,0.007
45,-117,0.004
-35,25,0.007
55,49,0.003
51,46,0.006
32,8,0.0
31,59,0.009
28,11,0.006
27,56,0.003
4,17,0.007
21,82,0.007
18,-72,0.007
-20,23,0.0
31,108,0.006
46,26,0.004
-4,145,0.006
55,83,0.007
-2,38,0.003
69,36,0.008
-21,-46,0.006
46,-87,0.005
57,58,0.008
19,-97,0.003
37,51,0.005
-39,145,0.008
33,48,0.003
10,77,0.009
28,88,0.001
9,38,0.007
-10,20,0.009
-9,26,0.006
22,110,0.001
56,62,0.001
37,-92,0.005
34,102,0.003
52,65,0.008
13,-6,0.01
47,-70,0.007
9,3,0.005
43,-73,0.004
0,21,0.002
43,72,0.006
-11,149,0.0
23,53,0.005
15,122,0.005
-24,18,0.009
10,-62,0.002
14,47,0.008
25,88,0.002
58,61,0.005
38,68,0.009
37,103,0.001
11,8,0.009
10,17,0.008
38,-77,0.009
53,67,0.009
14,101,0.0
29,57,0.008
14,20,0.009
2,23,0.009
1,44,0.008
-18,-42,0.003
-22,17,0.009
49,-115,0.007
26,112,0.006
63,-22,0.008
25,-109,0.002
40,95,0.004
39,-76,0.004
36,34,0.002
38,141,0.007
12,40,0.005
-8,148,0.003
-12,14,0.003
59,24,0.009
39,69,0.009
35,74,0.005
-7,147,0.001
29,112,0.005
54,52,0.004
50,71,0.008
30,70,0.0
26,65,0.006
7,5,0.006
-20,32,0.007
51,127,0.004
-3,-80,0.003
-19,-46,0.0
-7,-79,0.004
41,70,0.002
36,94,0.003
-3,29,0.0
-35,-64,0.007
30,104,0.006
42,128,0.007
60,39,0.004
21,-88,0.005
54,93,0.008
32,53,0.006
31,-98,0.007
28,56,0.002
8,35,0.006
-26,-51,0.004
-16,41,0.01
31,15,0.01
9,99,0.005
42,-94,0.008
18,-100,0.005
-1,30,0.004
33,110,0.003
5,-7,0.009
46,54,0.005
45,77,0.002
42,49,0.001
22,48,0.004
18,75,0.001
9,-63,0.007
-11,-58,0.003
-14,28,0.004
-15,-57,0.002
57,22,0.002
37,71,0.009
33,76,0.008
28,116,0.002
9,18,0.003
-11,-37,0.009
-15,24,0.004
56,34,0.006
34,138,0.004
-4,-59,0.003
44,72,0.006
24,51,0.001
20,46,0.002
-20,148,0.003
-23,18,0.009
23,89,0.009
1,121,0.003
15,78,0.0
14,-89,0.007
11,19,0.001
10,-74,0.01
25,100,0.005
-13,37,0.0
58,33,0.004
37,139,0.001
34,59,0.009
49,107,0.008
-18,39,0.006
-19,-60,0.009
53,55,0.007
49,60,0.007
48,9,0.01
29,61,0.004
44,132,0.002
25,66,0.0
39,-121,0.003
-19,17,0.01
49,-55,0.009
48,80,0.006
29,-82,0.004
25,-81,0.002
-32,-66,0.005
40,67,0.002
39,-104,0.009
36,62,0.0
50,137,0.008
11,79,0.001
39,41,0.008
36,-115,0.007
54,-3,0.003
50,-4,0.01
29,84,0.002
-17,18,0.002
54,16,0.009
53,123,0.009
30,18,0.003
6,28,0.009
17,-89,0.0
50,-66,0.006
64,25,0.004
45,45,0.002
41,50,0.003
21,59,0.01
18,107,0.009
36,138,0.001
51,-100,0.002
-6,-43,0.01
45,-66,0.001
55,-120,0.01
52,78,0.004
54,89,0.002
31,2,0.004
4,74,0.009
55,-7,0.009
-4,140,0.001
32,-64,0.001
31,115,0.01
9,127,0.004
46,7,0.004
42,-106,0.007
18,-96,0.006
66,27,0.003
-29,33,0.005
4,104,0.003
-15,-170,0.001
-1,-77,0.01
-5,-80,0.007
46,-79,0.002
-14,32,0.006
57,34,0.001
0,111,0.001
52,26,0.002
33,40,0.0
47,-95,0.008
9,46,0.002
14,41,0.007
24,104,0.008
23,-101,0.01
34,110,0.006
33,-107,0.007
-5,138,0.004
44,36,0.005
-4,16,0.002
47,3,0.002
44,-77,0.009
62,23,0.005
23,93,0.005
38,9,0.007
0,-60,0.002
15,50,0.006
47,84,0.002
-46,-72,0.01
-13,49,0.009
61,33,0.005
15,-61,0.005
49,135,0.008
48,-114,0.007
20,103,0.008
-18,19,0.009
53,27,0.004
48,29,0.0
29,33,0.006
5,31,0.003
35,-88,0.006
29,-110,0.005
63,34,0.004
-13,132,0.001
40,39,0.007
39,-4,0.0
35,1,0.009
16,29,0.002
-8,27,0.008
26,-105,0.007
-12,-42,0.003
40,-74,0.006
17,101,0.008
54,-7,0.003
50,0,0.0
12,-81,0.006
27,95,0.007
41,112,0.008
51,86,0.003
53,79,0.002
41,-3,0.007
54,-101,0.007
58,9,0.005
60,48,0.01
41,14,0.007
42,88,0.01
41,-85,0.006
3,116,0.004
52,122,0.002
51,17,0.002
28,-16,0.001
4,38,0.01
55,-3,0.008
51,2,0.004
32,-92,0.003
8,-70,0.005
55,110,0.009
33,102,0.004
-5,27,0.009
42,9,0.009
37,26,0.005
-2,122,0.008
-13,-40,0.009
-25,-47,0.01
-2,99,0.002
61,129,0.001
57,-2,0.001
56,59,0.002
37,-1,0.008
52,54,0.006
13,21,0.002
-10,-56,0.003
-11,19,0.01
23,-97,0.003
-34,-70,0.001
56,106,0.005
-3,142,0.009
47,38,0.009
44,0,0.005
19,77,0.01
34,-95,0.001
-24,47,0.007
10,-85,0.009
62,35,0.008
38,37,0.007
37,78,0.003
15,38,0.01
14,-17,0.001
47,136,0.0
62,-114,0.005
-33,26,0.005
38,-104,0.002
34,3,0.006
49,35,0.003
11,-68,0.006
48,-78,0.01
-9,-63,0.002
-13,-66,0.001
1,15,0.01
-18,47,0.005
16,99,0.008
-22,46,0.007
-3,104,0.002
26,89,0.003
44,92,0.005
40,124,0.006
-12,41,0.0
38,114,0.003
35,-108,0.001
16,-14,0.003
63,54,0.008
59,59,0.001
5,116,0.007
36,6,0.0
-8,31,0.001
-31,-64,0.004
40,-102,0.003
39,113,0.001
16,-88,0.007
50,36,0.004
-22,-51,0.006
41,92,0.009
3,29,0.008
45,40,0.007
-25,-62,0.007
-17,-69,0.005
-3,28,0.006
-6,30,0.006
-39,-68,0.009
-7,-43,0.001
-45,172,0.009
-29,-65,0.005
17,-16,0.007
32,98,0.004
8,0,0.0
45,-122,0.008
55,48,0.002
51,45,0.006
-3,122,0.008
31,58,0.007
28,12,0.0
27,55,0.002
4,18,0.004
5,6,0.002
21,81,0.003
-20,24,0.003
-39,-58,0.007
31,107,0.006
46,15,0.002
55,82,0.005
-8,-78,0.006
69,35,0.002
-25,36,0.005
5,-1,0.01
46,-86,0.001
57,57,0.004
19,-98,0.001
37,46,0.01
-39,148,0.006
33,47,0.004
10,78,0.007
28,89,0.008
9,37,0.008
-10,17,0.002
-18,-66,0.006
22,115,0.001
56,63,0.008
37,-93,0.009
52,66,0.007
13,-7,0.008
47,-71,0.002
9,-10,0.009
43,-74,0.002
-22,-55,0.009
0,22,0.009
43,71,0.006
23,52,0.002
15,121,0.007
10,-65,0.01
44,-117,0.009
25,87,0.009
58,62,0.002
38,65,0.008
37,114,0.008
15,10,0.009
11,7,0.007
10,18,0.003
38,-76,0.01
53,62,0.01
14,102,0.01
29,60,0.007
-2,107,0.002
2,24,0.007
1,43,0.004
49,-112,0.007
48,53,0.008
26,109,0.008
40,96,0.005
39,-77,0.008
36,35,0.003
38,142,0.002
35,-80,0.0
50,102,0.009
12,41,0.004
-12,15,0.005
39,68,0.003
35,73,0.008
29,111,0.007
54,49,0.004
50,72,0.008
30,75,0.006
-33,-63,0.007
26,66,0.007
7,4,0.003
51,126,0.001
-7,-76,0.009
45,76,0.004
41,69,0.0
36,95,0.008
-21,148,0.005
-3,32,0.009
30,101,0.001
42,125,0.003
60,40,0.006
21,-89,0.006
54,94,0.005
32,54,0.009
-17,-43,0.001
31,-99,0.002
28,57,0.006
8,36,0.006
-22,-46,0.006
-3,126,0.001
31,14,0.004
42,-97,0.003
18,-103,0.0
-1,29,0.002
33,109,0.006
-6,147,0.006
45,80,0.007
-11,34,0.007
22,45,0.005
18,76,0.001
6,4,0.003
-11,-59,0.002
-14,25,0.006
-15,-54,0.003
-10,-74,0.007
33,75,0.007
28,117,0.008
9,17,0.006
-11,-42,0.001
-15,23,0.005
56,35,0.009
34,135,0.005
-4,-58,0.001
43,-110,0.004
24,52,0.004
20,47,0.002
-23,17,0.009
13,110,0.0
23,88,0.01
15,77,0.004
14,-88,0.001
11,18,0.006
25,99,0.006
-13,44,0.009
58,34,0.003
-46,171,0.001
34,60,0.004
-37,143,0.008
-19,-61,0.001
53,34,0.009
49,59,0.001
48,10,0.007
29,64,0.003
44,133,0.002
25,65,0.008
39,-122,0.007
35,-117,0.005
-19,20,0.005
68,14,0.007
48,89,0.008
29,-83,0.008
-32,-65,0.006
40,68,0.009
39,-105,0.001
36,63,0.006
16,74,0.002
50,138,0.004
11,78,0.005
-20,17,0.009
-13,-49,0.004
39,40,0.009
36,-114,0.01
54,-2,0.004
-41,-70,0.01
29,83,0.0
7,23,0.001
-17,17,0.008
54,13,0.009
53,118,0.009
30,39,0.004
8,80,0.006
64,26,0.009
45,48,0.004
-31,150,0.003
41,49,0.007
21,54,0.001
36,139,0.002
17,55,0.003
51,-101,0.008
-6,-42,0.009
45,-67,0.004
52,79,0.009
54,90,0.002
31,1,0.0
55,-8,0.009
31,114,0.0
46,8,0.008
19,76,0.007
18,-99,0.002
33,137,0.01
66,28,0.008
-29,24,0.002
45,116,0.001
-15,-171,0.009
19,-75,0.006
-1,-78,0.003
33,-6,0.001
-5,-81,0.007
-24,151,0.005
-14,29,0.01
-4,109,0.002
57,33,0.001
19,-154,0.01
0,112,0.0
52,27,0.001
33,39,0.005
47,-96,0.009
9,45,0.0
24,97,0.004
23,-102,0.003
-15,51,0.006
33,-104,0.008
-5,137,0.004
-9,30,0.005
-4,17,0.01
47,2,0.004
44,-76,0.008
62,24,0.006
15,49,0.009
47,83,0.002
62,7,0.007
14,35,0.004
-30,154,0.003
29,-13,0.008
-9,-68,0.001
20,104,0.003
-18,20,0.001
53,22,0.001
48,30,0.002
29,36,0.009
5,42,0.007
35,-89,0.006
48,109,0.006
29,-111,0.007
63,33,0.001
-37,144,0.006
-13,131,0.005
40,40,0.001
39,-5,0.001
-20,-46,0.005
16,30,0.004
-8,28,0.007
26,-104,0.0
-12,-41,0.009
40,-73,0.01
39,140,0.005
17,104,0.01
54,-6,0.002
50,-3,0.009
27,94,0.002
14,81,0.008
41,111,0.001
51,85,0.01
53,90,0.01
41,0,0.009
-35,-59,0.004
60,49,0.007
41,13,0.004
-1,133,0.0
-6,-70,0.002
42,85,0.008
41,-98,0.005
3,115,0.005
52,123,0.003
51,40,0.009
28,-15,0.004
4,39,0.001
-1,116,0.002
51,1,0.008
32,-99,0.003
8,-69,0.005
33,101,0.0
-5,26,0.007
-6,139,0.007
42,10,0.01
37,25,0.009
-1,-58,0.006
-2,111,0.001
-5,-53,0.006
-8,-56,0.008
-25,-48,0.006
61,132,0.005
22,88,0.01
56,60,0.005
37,10,0.002
52,55,0.008
13,24,0.008
46,93,0.007
-11,14,0.002
-14,-76,0.009
23,-98,0.009
47,37,0.006
44,1,0.0
-11,163,0.008
